Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
US-2023-1050,2023-03-01,2023-03-03,Standard Class,CG-10250,Customer 250,Corporate,United States,Arizona,West,TEC-COM-7043,Technology,Computers,HP EliteBook 840,2244.28,8,0.5,-785.5
US-2023-1051,2023-03-31,2023-04-01,Standard Class,CG-10251,Customer 251,Corporate,United States,New Jersey,East,OFF-PAP-7498,Office Supplies,Paper,Hammermill Copy Plus,2082.42,5,0.1,478.96
US-2023-1052,2023-11-02,2023-11-07,First Class,CG-10252,Customer 252,Home Office,United States,New York,East,OFF-ART-1672,Office Supplies,Art,SANFORD Liquid Accent,1052.9,13,0.2,115.82
US-2020-1053,2020-01-26,2020-02-02,First Class,CG-10253,Customer 253,Home Office,United States,Indiana,Central,FUR-BOO-8102,Furniture,Bookcases,Bush Westfield Bookcase,4611.25,7,0.0,691.69
US-2023-1054,2023-06-15,2023-06-22,First Class,CG-10254,Customer 254,Consumer,United States,Michigan,Central,OFF-STO-8136,Office Supplies,Storage,Advantus Cropper,5028.8,9,0.1,1156.62
US-2022-1055,2022-08-09,2022-08-14,Second Class,CG-10255,Customer 255,Corporate,United States,Ohio,Central,TEC-PHO-1470,Technology,Phones,Motorola Moto G,4825.89,10,0.1,627.37
US-2021-1056,2021-11-28,2021-12-01,First Class,CG-10256,Customer 256,Corporate,United States,North Carolina,South,TEC-COP-1166,Technology,Copiers,Xerox WorkCentre,5061.96,10,0.1,658.05
US-2023-1057,2023-11-15,2023-11-19,Second Class,CG-10257,Customer 257,Home Office,United States,New York,East,TEC-COP-1282,Technology,Copiers,Ricoh MP 305,5024.01,11,0.2,50.24
US-2022-1058,2022-08-27,2022-09-01,First Class,CG-10258,Customer 258,Corporate,United States,Oregon,West,TEC-COP-6419,Technology,Copiers,Xerox WorkCentre,1502.77,9,0.4,-345.64
US-2021-1059,2021-01-29,2021-02-01,Standard Class,CG-10259,Customer 259,Consumer,United States,Michigan,Central,FUR-BOO-4138,Furniture,Bookcases,O'Sullivan 2-Shelf,1191.18,2,0.0,178.68
US-2021-1060,2021-04-10,2021-04-13,First Class,CG-10260,Customer 260,Consumer,United States,Massachusetts,East,FUR-BOO-3073,Furniture,Bookcases,Bush Westfield Bookcase,515.13,3,0.3,-108.18
US-2020-1061,2020-07-29,2020-08-05,Same Day,CG-10261,Customer 261,Home Office,United States,Texas,Central,TEC-ACC-8843,Technology,Accessories,HP Monitor 24,369.1,1,0.2,3.69
US-2020-1062,2020-05-13,2020-05-17,Standard Class,CG-10262,Customer 262,Corporate,United States,North Carolina,South,TEC-PHO-1878,Technology,Phones,Motorola Moto G,306.72,8,0.4,-70.55
US-2023-1063,2023-02-16,2023-02-23,Standard Class,CG-10263,Customer 263,Consumer,United States,Pennsylvania,East,OFF-LAB-4697,Office Supplies,Labels,Avery 503,2727.31,7,0.2,300.0
US-2023-1064,2023-06-02,2023-06-08,Standard Class,CG-10264,Customer 264,Corporate,United States,Tennessee,South,FUR-BOO-4457,Furniture,Bookcases,Sauder Beginnings,1516.66,2,0.0,227.5
US-2020-1065,2020-11-16,2020-11-17,Standard Class,CG-10265,Customer 265,Home Office,United States,Texas,Central,TEC-COM-8699,Technology,Computers,HP EliteBook 840,1779.43,7,0.3,-195.74
US-2020-1066,2020-05-25,2020-05-31,Same Day,CG-10266,Customer 266,Home Office,United States,Texas,Central,TEC-ACC-4241,Technology,Accessories,Belkin USB Hub,1479.02,4,0.5,-517.66
US-2020-1067,2020-05-26,2020-05-27,Second Class,CG-10267,Customer 267,Corporate,United States,Florida,South,OFF-ART-5728,Office Supplies,Art,Newell 317,1524.34,3,0.2,167.68
US-2022-1068,2022-06-15,2022-06-16,Same Day,CG-10268,Customer 268,Corporate,United States,Florida,South,FUR-BOO-6280,Furniture,Bookcases,Sauder Beginnings,293.52,10,0.2,-26.42
US-2023-1069,2023-03-26,2023-03-27,First Class,CG-10269,Customer 269,Home Office,United States,Texas,Central,TEC-COM-9502,Technology,Computers,Dell Latitude 5520,6304.79,13,0.2,63.05
US-2021-1070,2021-12-13,2021-12-17,Same Day,CG-10270,Customer 270,Consumer,United States,North Carolina,South,TEC-COP-3634,Technology,Copiers,Ricoh MP 305,1561.44,6,0.0,390.36
US-2023-1071,2023-01-31,2023-02-01,Same Day,CG-10271,Customer 271,Home Office,United States,Michigan,Central,OFF-SUP-6296,Office Supplies,Supplies,Acme Forged Steel,600.08,8,0.0,210.03
US-2021-1072,2021-01-19,2021-01-24,Standard Class,CG-10272,Customer 272,Corporate,United States,Nevada,West,OFF-BIN-8242,Office Supplies,Binders,Ibico Binding System,2699.95,6,0.1,620.99
US-2020-1073,2020-09-05,2020-09-06,Same Day,CG-10273,Customer 273,Corporate,United States,Washington,West,FUR-TAB-3594,Furniture,Tables,Iceberg Quartz Table,5379.55,11,0.0,806.93
US-2022-1074,2022-08-03,2022-08-04,Standard Class,CG-10274,Customer 274,Consumer,United States,Indiana,Central,TEC-COP-5781,Technology,Copiers,Canon ImageRunner,5865.64,11,0.2,58.66
US-2022-1075,2022-02-24,2022-02-26,Second Class,CG-10275,Customer 275,Corporate,United States,Michigan,Central,FUR-FUR-2143,Furniture,Furnishings,Howard Miller 11,4090.5,10,0.0,613.57
US-2023-1076,2023-04-17,2023-04-22,First Class,CG-10276,Customer 276,Corporate,United States,Michigan,Central,FUR-BOO-8316,Furniture,Bookcases,Bush Westfield Bookcase,4336.86,11,0.0,650.53
US-2023-1077,2023-11-29,2023-12-01,Second Class,CG-10277,Customer 277,Corporate,United States,North Carolina,South,FUR-FUR-1715,Furniture,Furnishings,Seth Thomas,2475.68,10,0.2,-222.81
US-2022-1078,2022-10-11,2022-10-12,Second Class,CG-10278,Customer 278,Home Office,United States,Michigan,Central,OFF-ENV-6439,Office Supplies,Envelopes,Recycled Mailer,970.37,3,0.2,106.74
US-2022-1079,2022-04-19,2022-04-26,Second Class,CG-10279,Customer 279,Home Office,United States,Nevada,West,TEC-COP-8692,Technology,Copiers,Canon ImageRunner,8537.32,11,0.0,2134.33
US-2021-1080,2021-10-10,2021-10-16,Same Day,CG-10280,Customer 280,Corporate,United States,Ohio,Central,OFF-ENV-9864,Office Supplies,Envelopes,Staple Envelope,7673.51,12,0.1,1764.91
US-2022-1081,2022-06-07,2022-06-08,Standard Class,CG-10281,Customer 281,Consumer,United States,Arizona,West,TEC-COM-2646,Technology,Computers,Lenovo ThinkPad X1,3307.39,13,0.5,-1157.59
US-2020-1082,2020-04-24,2020-04-27,First Class,CG-10282,Customer 282,Consumer,United States,Georgia,South,OFF-LAB-5000,Office Supplies,Labels,Avery 503,1818.0,6,0.0,636.3
US-2023-1083,2023-06-02,2023-06-09,Standard Class,CG-10283,Customer 283,Consumer,United States,Alabama,South,OFF-STO-9153,Office Supplies,Storage,Smead Lockit,3483.69,7,0.0,1219.29
US-2022-1084,2022-08-10,2022-08-13,Standard Class,CG-10284,Customer 284,Corporate,United States,Pennsylvania,East,FUR-BOO-8237,Furniture,Bookcases,Sauder Beginnings,4835.05,11,0.0,725.26
US-2021-1085,2021-02-11,2021-02-15,First Class,CG-10285,Customer 285,Corporate,United States,Indiana,Central,FUR-FUR-7248,Furniture,Furnishings,Luxo B-Line,5448.1,14,0.0,817.22
US-2021-1086,2021-07-16,2021-07-17,Same Day,CG-10286,Customer 286,Home Office,United States,Indiana,Central,FUR-BOO-9138,Furniture,Bookcases,Bush Westfield Bookcase,6927.3,10,0.0,1039.1
US-2023-1087,2023-06-25,2023-06-28,Second Class,CG-10287,Customer 287,Home Office,United States,Illinois,Central,OFF-FAS-2591,Office Supplies,Fasteners,Stockwell Rubber Bands,6662.48,11,0.0,2331.87
US-2020-1088,2020-07-03,2020-07-06,Second Class,CG-10288,Customer 288,Home Office,United States,Oregon,West,FUR-CHA-4289,Furniture,Chairs,Harbour Creations Chair,3595.5,6,0.0,539.32
US-2021-1089,2021-08-27,2021-09-02,Same Day,CG-10289,Customer 289,Corporate,United States,New Jersey,East,FUR-BOO-8673,Furniture,Bookcases,Safco Arco Bookcase,3839.92,14,0.0,575.99
US-2020-1090,2020-01-29,2020-02-01,Same Day,CG-10290,Customer 290,Consumer,United States,Washington,West,TEC-COP-5295,Technology,Copiers,Brother MFC-L8900,836.33,9,0.1,108.72
US-2023-1091,2023-06-03,2023-06-05,First Class,CG-10291,Customer 291,Consumer,United States,North Carolina,South,TEC-COM-8606,Technology,Computers,Apple MacBook Air,303.93,11,0.5,-106.38
US-2022-1092,2022-10-05,2022-10-06,First Class,CG-10292,Customer 292,Consumer,United States,Michigan,Central,TEC-COM-3222,Technology,Computers,Dell Latitude 5520,268.34,2,0.3,-29.52
US-2022-1093,2022-09-29,2022-10-04,Standard Class,CG-10293,Customer 293,Corporate,United States,Tennessee,South,FUR-FUR-1536,Furniture,Furnishings,Howard Miller 11,4734.76,7,0.1,142.04
US-2023-1094,2023-11-05,2023-11-08,Standard Class,CG-10294,Customer 294,Corporate,United States,Illinois,Central,FUR-FUR-1992,Furniture,Furnishings,Howard Miller 11,5846.99,9,0.1,175.41
US-2023-1095,2023-08-07,2023-08-13,Second Class,CG-10295,Customer 295,Consumer,United States,North Carolina,South,TEC-PHO-6464,Technology,Phones,Nokia 3310,7770.2,10,0.0,1942.55
US-2023-1096,2023-04-15,2023-04-17,Second Class,CG-10296,Customer 296,Home Office,United States,Pennsylvania,East,OFF-ART-3417,Office Supplies,Art,SANFORD Liquid Accent,9749.74,14,0.0,3412.41
US-2023-1097,2023-09-15,2023-09-22,Standard Class,CG-10297,Customer 297,Consumer,United States,Oregon,West,TEC-COM-4898,Technology,Computers,Lenovo ThinkPad X1,98.8,1,0.1,12.84
US-2022-1098,2022-12-13,2022-12-14,Same Day,CG-10298,Customer 298,Consumer,United States,Texas,Central,TEC-ACC-6931,Technology,Accessories,Logitech Mouse,533.09,12,0.2,5.33
US-2022-1099,2022-07-27,2022-08-02,First Class,CG-10299,Customer 299,Home Office,United States,Nevada,West,OFF-ART-7580,Office Supplies,Art,SANFORD Liquid Accent,48.02,1,0.1,11.04
US-2023-1100,2023-05-30,2023-06-01,First Class,CG-10300,Customer 300,Consumer,United States,Florida,South,FUR-FUR-9984,Furniture,Furnishings,Eldon Clackson Table Lamp,147.45,2,0.3,-30.96
US-2020-1101,2020-07-22,2020-07-29,Same Day,CG-10301,Customer 301,Home Office,United States,Michigan,Central,OFF-LAB-4522,Office Supplies,Labels,Avery Round Labels,921.22,12,0.2,101.33
US-2022-1102,2022-05-01,2022-05-07,Same Day,CG-10302,Customer 302,Corporate,United States,Tennessee,South,TEC-COP-5176,Technology,Copiers,Brother MFC-L8900,456.26,2,0.1,59.31
US-2020-1103,2020-07-09,2020-07-13,Standard Class,CG-10303,Customer 303,Consumer,United States,Illinois,Central,OFF-SUP-3131,Office Supplies,Supplies,Fiskars Scissors,1193.9,2,0.0,417.87
US-2023-1104,2023-09-24,2023-10-01,First Class,CG-10304,Customer 304,Corporate,United States,Arizona,West,OFF-FAS-5712,Office Supplies,Fasteners,Advantus Thumbtacks,4865.91,7,0.0,1703.07
US-2021-1105,2021-04-04,2021-04-11,Same Day,CG-10305,Customer 305,Home Office,United States,Ohio,Central,TEC-COM-7022,Technology,Computers,HP EliteBook 840,396.68,2,0.3,-43.63
US-2023-1106,2023-06-01,2023-06-07,Standard Class,CG-10306,Customer 306,Home Office,United States,Oregon,West,OFF-ART-3955,Office Supplies,Art,Binney & Smith,7788.34,14,0.0,2725.92
US-2023-1107,2023-03-05,2023-03-11,Second Class,CG-10307,Customer 307,Consumer,United States,Ohio,Central,FUR-BOO-2503,Furniture,Bookcases,Bush Westfield Bookcase,422.24,7,0.0,63.34
US-2021-1108,2021-09-30,2021-10-06,First Class,CG-10308,Customer 308,Consumer,United States,Massachusetts,East,FUR-FUR-2391,Furniture,Furnishings,Luxo B-Line,2614.84,6,0.3,-549.12
US-2023-1109,2023-09-17,2023-09-21,Same Day,CG-10309,Customer 309,Corporate,United States,Washington,West,TEC-PHO-5475,Technology,Phones,Apple iPhone 14,3120.83,8,0.2,31.21
US-2023-1110,2023-10-20,2023-10-26,First Class,CG-10310,Customer 310,Consumer,United States,New Jersey,East,TEC-ACC-6053,Technology,Accessories,Anker Charger,2351.22,10,0.4,-540.78
US-2021-1111,2021-03-08,2021-03-15,First Class,CG-10311,Customer 311,Consumer,United States,Washington,West,FUR-CHA-6375,Furniture,Chairs,HON 5400 Series,1653.78,3,0.1,49.61
US-2022-1112,2022-12-26,2023-01-01,Same Day,CG-10312,Customer 312,Consumer,United States,California,West,FUR-FUR-2180,Furniture,Furnishings,Howard Miller 11,1449.76,4,0.1,43.49
US-2023-1113,2023-03-25,2023-03-29,First Class,CG-10313,Customer 313,Consumer,United States,Florida,South,FUR-CHA-5743,Furniture,Chairs,Alera Elusion,2612.16,10,0.2,-235.09
US-2023-1114,2023-11-13,2023-11-16,Same Day,CG-10314,Customer 314,Home Office,United States,Nevada,West,TEC-ACC-4986,Technology,Accessories,HP Monitor 24,704.38,2,0.0,176.09
US-2021-1115,2021-03-29,2021-04-01,First Class,CG-10315,Customer 315,Corporate,United States,Alabama,South,FUR-CHA-2868,Furniture,Chairs,Alera Elusion,1261.9,13,0.3,-265.0
US-2021-1116,2021-06-08,2021-06-10,Second Class,CG-10316,Customer 316,Consumer,United States,Virginia,East,FUR-TAB-3902,Furniture,Tables,Bevis Round Table,1451.73,3,0.0,217.76
US-2020-1117,2020-11-05,2020-11-09,First Class,CG-10317,Customer 317,Home Office,United States,Tennessee,South,OFF-SUP-5500,Office Supplies,Supplies,Acme Forged Steel,755.58,2,0.0,264.45
US-2020-1118,2020-03-18,2020-03-19,Same Day,CG-10318,Customer 318,Corporate,United States,Oregon,West,OFF-PAP-2479,Office Supplies,Paper,Avery Colored Paper,3997.2,6,0.0,1399.02
US-2021-1119,2021-10-20,2021-10-25,Second Class,CG-10319,Customer 319,Home Office,United States,Tennessee,South,OFF-BIN-8381,Office Supplies,Binders,Ibico Binding System,3228.72,8,0.0,1130.05
US-2023-1120,2023-12-20,2023-12-24,Second Class,CG-10320,Customer 320,Consumer,United States,Oregon,West,OFF-PAP-3600,Office Supplies,Paper,Hammermill Copy Plus,2698.43,8,0.2,296.83
US-2023-1121,2023-07-16,2023-07-22,Standard Class,CG-10321,Customer 321,Corporate,United States,Ohio,Central,FUR-FUR-7333,Furniture,Furnishings,Seth Thomas,344.4,6,0.0,51.66
US-2021-1122,2021-12-17,2021-12-20,Second Class,CG-10322,Customer 322,Consumer,United States,Ohio,Central,OFF-STO-3112,Office Supplies,Storage,Storex Dura Pro,5546.87,11,0.1,1275.78
US-2023-1123,2023-08-16,2023-08-22,Standard Class,CG-10323,Customer 323,Consumer,United States,Oregon,West,OFF-ENV-6940,Office Supplies,Envelopes,Jiffy Padded Pouch,2864.75,7,0.0,1002.66
US-2020-1124,2020-10-08,2020-10-10,Second Class,CG-10324,Customer 324,Consumer,United States,Illinois,Central,TEC-ACC-2657,Technology,Accessories,Anker Charger,240.15,2,0.5,-84.05
US-2021-1125,2021-01-05,2021-01-12,Second Class,CG-10325,Customer 325,Consumer,United States,Oregon,West,OFF-STO-8170,Office Supplies,Storage,Advantus Cropper,7416.24,12,0.0,2595.68
US-2022-1126,2022-07-08,2022-07-10,First Class,CG-10326,Customer 326,Home Office,United States,Nevada,West,FUR-TAB-4178,Furniture,Tables,Lesro Lenox Table,1405.01,9,0.2,-126.45
US-2020-1127,2020-11-27,2020-12-04,Same Day,CG-10327,Customer 327,Corporate,United States,Indiana,Central,FUR-FUR-5096,Furniture,Furnishings,Luxo B-Line,2568.0,4,0.0,385.2
US-2020-1128,2020-11-24,2020-11-27,Standard Class,CG-10328,Customer 328,Corporate,United States,Nevada,West,FUR-CHA-8167,Furniture,Chairs,HON 5400 Series,5797.76,8,0.0,869.66
US-2022-1129,2022-03-22,2022-03-27,Standard Class,CG-10329,Customer 329,Corporate,United States,Washington,West,FUR-BOO-7142,Furniture,Bookcases,Bush Westfield Bookcase,1154.64,6,0.0,173.2
US-2020-1130,2020-03-19,2020-03-22,Second Class,CG-10330,Customer 330,Consumer,United States,New York,East,FUR-CHA-8685,Furniture,Chairs,Harbour Creations Chair,5328.4,14,0.0,799.26
US-2020-1131,2020-11-02,2020-11-07,Second Class,CG-10331,Customer 331,Corporate,United States,Alabama,South,TEC-PHO-2821,Technology,Phones,Apple iPhone 14,4694.98,12,0.2,46.95
US-2023-1132,2023-08-01,2023-08-08,Same Day,CG-10332,Customer 332,Consumer,United States,Illinois,Central,FUR-CHA-9189,Furniture,Chairs,HON 5400 Series,3684.1,10,0.0,552.62
US-2020-1133,2020-01-04,2020-01-09,Same Day,CG-10333,Customer 333,Corporate,United States,Arizona,West,OFF-ART-4068,Office Supplies,Art,Newell 317,1059.75,6,0.1,243.74
US-2020-1134,2020-03-30,2020-04-05,Same Day,CG-10334,Customer 334,Corporate,United States,Arizona,West,FUR-CHA-1266,Furniture,Chairs,HON 5400 Series,4945.06,7,0.1,148.35
US-2020-1135,2020-09-30,2020-10-01,First Class,CG-10335,Customer 335,Home Office,United States,Texas,Central,FUR-TAB-8612,Furniture,Tables,Bretford CR4500 Table,2634.48,6,0.0,395.17
US-2021-1136,2021-02-16,2021-02-17,First Class,CG-10336,Customer 336,Consumer,United States,Georgia,South,TEC-PHO-6170,Technology,Phones,Nokia 3310,2126.54,13,0.0,531.63
